site_id,PM25,n_observed_days,longitude,latitude,PPTN,Tmin,Tmax,WS,RH,TCDC,sample_status
01-117-0006,9.50344827586207,29,-86.821104,33.312927,100.61860995822482,1.102888974878523,13.717778449588351,2.9260555267333985,77.08666110568576,37.551389609442815,public_source_reconstruction_pending_author_sample_comparison
01-121-0002,12.075000000000001,28,-86.349438,33.27947,104.07416203816732,1.3312220811843871,14.927667501237657,2.9785019901063707,77.1534155951606,37.261110644870335,public_source_reconstruction_pending_author_sample_comparison
01-125-0004,9.455172413793104,29,-87.484189,33.189931,142.31082797580297,2.222888789905442,14.306887976328532,2.809263406859504,77.31713061862521,38.73055542839898,public_source_reconstruction_pending_author_sample_comparison
01-127-0002,10.221052631578948,19,-87.272505,33.832885,100.70805358886719,0.9973333530955845,12.869889142778185,2.95932220088111,77.97676450941297,40.00694363911946,public_source_reconstruction_pending_author_sample_comparison
04-001-1235,2.1055555555555556,9,-109.438003,35.880404,13.20583282576667,-9.760445022583008,5.313777663972643,1.9754900945557488,65.99603508843316,27.3374998304579,public_source_reconstruction_pending_author_sample_comparison
04-003-1005,6.6866666666666665,15,-109.539683,31.3492,14.871666946344906,-0.5146666462222735,16.769000254737005,2.794462455643548,38.79890236324734,20.619443978203666,public_source_reconstruction_pending_author_sample_comparison
04-005-1008,5.2,15,-111.652777,35.206111,40.10388485325707,-12.053888564639621,5.708332994249132,2.55546412203047,56.96478657192654,26.00833363003201,public_source_reconstruction_pending_author_sample_comparison
04-013-0019,15.71425925925926,90,-112.14256,33.48378,10.777223247951932,4.239666891098023,18.623665449354384,3.1158420748180813,38.166001892089845,24.470833396911623,public_source_reconstruction_pending_author_sample_comparison
04-013-1003,8.775862068965518,29,-111.86536,33.41018,23.356943893432618,2.696333418952094,19.3421108033922,2.9973868714438545,37.98110571967231,25.655556191338434,public_source_reconstruction_pending_author_sample_comparison
04-013-1004,11.754838709677419,31,-112.06619,33.56031,13.741388795897365,3.9035554276572335,18.6204437467787,3.089796694119771,38.01079415215386,26.422222540113662,public_source_reconstruction_pending_author_sample_comparison
04-013-2001,11.561290322580644,31,-112.19193,33.57453,15.958611876103614,4.42000002861023,18.369889492458768,3.1303468492296007,37.500985039605034,25.74999974568685,public_source_reconstruction_pending_author_sample_comparison
04-013-4003,14.362921348314606,89,-112.07526,33.40314,13.145000525708827,4.075555430518256,18.770999717712403,3.0949968417485554,38.166001892089845,24.470833396911623,public_source_reconstruction_pending_author_sample_comparison
04-013-4009,13.303968253968254,21,-112.14426,33.40635,11.080000072055393,4.395666885375976,18.742998059590658,3.1170853906207614,38.166001892089845,24.470833396911623,public_source_reconstruction_pending_author_sample_comparison
04-013-7020,5.086666666666667,15,-111.855443,33.488131,22.44361195034451,3.2093330065409345,19.226665920681423,2.9939432700475055,37.98110571967231,25.655556191338434,public_source_reconstruction_pending_author_sample_comparison
04-013-9812,15.37,90,-112.11821,33.4265,13.145000525708827,4.075555430518256,18.770999717712403,3.0949968417485554,38.166001892089845,24.470833396911623,public_source_reconstruction_pending_author_sample_comparison
04-013-9997,12.560185185185187,90,-112.095767,33.503833,13.741388795897365,3.9035554276572335,18.6204437467787,3.089796694119771,38.166001892089845,24.470833396911623,public_source_reconstruction_pending_author_sample_comparison
04-015-1000,2.66,5,-113.410782,35.540017,32.274443961514365,-5.539110469818115,10.723221747080485,3.3731610960430567,51.61122856140137,26.124999788072373,public_source_reconstruction_pending_author_sample_comparison
04-019-0011,6.631034482758621,29,-111.038389,32.322661,20.3852788289388,1.6937777188089158,18.360445298088923,2.762656585375468,40.08232065836589,23.2750001695421,public_source_reconstruction_pending_author_sample_comparison
04-019-1028,7.226000000000001,75,-110.9823,32.29515,21.639722757869297,1.3933332317405276,18.4842229631212,2.7611575497521295,40.08232065836589,23.2750001695421,public_source_reconstruction_pending_author_sample_comparison
04-021-0001,8.486666666666666,15,-111.752222,32.877583,22.212222078111438,1.9258889304267035,18.28866630130344,2.9519220193227134,37.05671475728353,23.486110877990722,public_source_reconstruction_pending_author_sample_comparison
04-021-3002,5.06206896551724,29,-111.503222,33.421194,33.00805661082268,4.689555237028334,18.47011087205675,2.8616044256422253,37.98110571967231,26.734721734788682,public_source_reconstruction_pending_author_sample_comparison
04-021-3013,9.078571428571427,14,-111.97205,33.01053,16.22722304475804,1.1368887748983172,18.98977714114719,3.0274213711420694,37.61391851637099,24.240277989705405,public_source_reconstruction_pending_author_sample_comparison
04-023-0004,12.093333333333334,15,-110.936718,31.337204,26.180276205142338,-2.536666491296556,16.6536683400472,2.794567494922214,41.70940555996365,18.3583332379659,public_source_reconstruction_pending_author_sample_comparison
04-025-2002,2.3333333333333335,12,-112.331,34.595,46.583886040581596,-5.638444677988688,9.919112396240234,2.963414194848802,53.84239095052083,26.004166433546278,public_source_reconstruction_pending_author_sample_comparison
04-027-8011,6.838461538461539,13,-114.61444,32.690278,13.81888936360677,4.32544469833374,20.85478006998698,3.0340222888522677,36.330672073364255,21.512500296698676,public_source_reconstruction_pending_author_sample_comparison
05-001-0011,9.560344827586206,29,-91.55896,34.518515,115.05139808654785,1.1004445619053311,10.787333212958442,2.9918177949057685,79.46660876803928,44.086111789279514,public_source_reconstruction_pending_author_sample_comparison
05-003-0005,9.332142857142857,28,-91.939208,33.139471,153.0058349609375,0.733666553762224,12.682665676540799,2.582668680614895,76.91339925130208,41.44583329094781,public_source_reconstruction_pending_author_sample_comparison
05-035-0005,10.751724137931035,29,-90.193141,35.197288,121.52193955315484,0.4868889345063104,10.681110906600953,3.295686650276184,82.55549892849392,47.51944334242079,public_source_reconstruction_pending_author_sample_comparison
05-045-0002,11.107142857142858,28,-92.427859,35.105193,124.55611019134521,-0.9659999410311381,11.036555332607692,3.048396544986301,77.17980414496527,43.405555682712134,public_source_reconstruction_pending_author_sample_comparison
05-051-0003,10.489655172413793,29,-93.000178,34.469441,110.8361023373074,0.9622223125563727,11.59822153515286,2.7390889591640897,75.73414527045355,41.78194499545627,public_source_reconstruction_pending_author_sample_comparison
05-067-0001,9.26896551724138,29,-91.188906,35.637283,119.82805408901639,-0.6618890113300747,8.879777971903483,3.279588720533583,80.55211325751411,47.004166242811415,public_source_reconstruction_pending_author_sample_comparison
05-107-0001,10.203571428571427,28,-90.586049,34.529766,114.37222340901693,0.44299991528193156,11.398445097605387,3.050767747561137,80.21782565646701,45.204166412353516,public_source_reconstruction_pending_author_sample_comparison
05-113-0002,10.796428571428573,28,-94.226234,34.583699,102.15637879901462,-1.9175556368298001,10.35522230996026,2.812040005789863,74.05393591986763,38.079166348775225,public_source_reconstruction_pending_author_sample_comparison
05-115-0003,12.051724137931034,29,-93.10005,35.259775,109.16360558403863,-0.7278888583183288,11.251110606723362,2.966580051845974,76.55280770195856,41.858333333333334,public_source_reconstruction_pending_author_sample_comparison
05-119-0007,11.214772727272727,88,-92.281296,34.756189,120.17999220954047,-0.9210002312229739,11.229555098215739,2.9839653121100533,77.72477001614041,43.47777790493436,public_source_reconstruction_pending_author_sample_comparison
05-119-1004,11.375,28,-92.243587,34.729603,121.81000230577257,-0.684111209710439,11.255666690402562,2.975812127855089,77.72477001614041,43.47777790493436,public_source_reconstruction_pending_author_sample_comparison
