"dataset","cv_scheme","estimator","n","response","rmse","mae","rmse_sd","mae_sd","duration_sec","aicc","logLik","spatial_param","spatial_value","moran_i","moran_abs","moran_p_value","moran_error","n_resamples","n_failed_resamples","fit_error"
"ewhp","near_prediction","spboost_bspa_sem_ml",80,"PurPrice",22932.8484626349,16596.1497350078,7523.42216710476,6464.27146180642,6.24000000000001,410607053603.998,-205303526759.742,"lambda",0.740164420469035,-0.142857142857143,0.142857142857143,0.583333334734513,NA,10,0,NA
"ewhp","near_prediction","random_forest",80,"PurPrice",24147.1115409203,17401.910223151,8117.04808498386,5810.54594922539,0.359999999999999,NA,NA,NA,NA,-0.142857142857143,0.142857142857143,0.599999999845727,NA,10,0,NA
"ewhp","near_prediction","xgboost",80,"PurPrice",31461.5462945835,22218.8229248047,12024.4154978073,8232.14325785966,0.660000000000004,NA,NA,NA,NA,-0.142857142857143,0.142857142857143,0.500000000840708,NA,10,0,NA
"lasrosas","near_prediction","ols",80,"yield",5.92725372343239,4.5438112855871,1.71432691852295,1.40777679916627,0.629999999999999,10916.5055168752,-5445.14718999215,NA,NA,-0.142857142857143,0.142857142857143,0.444444444444444,NA,10,0,NA
"lasrosas","near_prediction","gam_spatial",80,"yield",4.44038792609135,2.88826477072596,2.31981553269486,1.49355654621235,3.55,9704.81697903229,-4811.46485279943,NA,NA,-0.142857142857143,0.142857142857143,0.625000001576328,NA,10,0,NA
"lasrosas","near_prediction","sar_lag",80,"yield",8.47780059818687,6.92548114280586,1.35415915012136,1.34118765787785,228.42,10054.5934585401,-5013.17484882896,"rho",0.682177876515859,-0.142857142857143,0.142857142857143,0.625000001050885,NA,10,0,NA
"lasrosas","near_prediction","sem_error",80,"yield",6.15430895397892,4.74808974197564,1.45561230266848,1.25422788822137,179.64,9686.29389158219,-4829.02506535001,"lambda",0.803669295219273,-0.137113398925298,0.137113398925298,0.486764222629057,NA,10,0,NA
"lasrosas","near_prediction","sdm_mixed",0,"yield",NA,NA,NA,NA,0.82000000000005,NA,NA,NA,NA,NA,NA,NA,NA,10,10,"Aliased variables found: topoW lag.topoW"
"lasrosas","near_prediction","mgwrsar_gwr",0,"yield",NA,NA,NA,NA,14.5000000000001,NA,NA,NA,NA,NA,NA,NA,NA,10,10,"colonnes non définies sélectionnées"
"lasrosas","near_prediction","spboost_bspa_sar_ml",0,"yield",NA,NA,NA,NA,0.46999999999997,NA,NA,NA,NA,NA,NA,NA,NA,10,10,"objet 'nitro' introuvable"
"lasrosas","near_prediction","spboost_bspa_sem_ml",0,"yield",NA,NA,NA,NA,0.829999999999984,NA,NA,NA,NA,NA,NA,NA,NA,10,10,"objet 'nitro' introuvable"
"lasrosas","near_prediction","random_forest",0,"yield",NA,NA,NA,NA,0.249999999999943,NA,NA,NA,NA,NA,NA,NA,NA,10,10,"Interaction terms involving factors or characters have been detected on
the RHS of `formula`. These are not allowed when `indicators = ""none""`.
ℹ Interactions terms involving factors were detected for ""topo"" in
  `nitro:topo`."
"lasrosas","near_prediction","xgboost",80,"yield",5.95751235711341,4.61270477294922,1.70954956962215,1.4533506533483,0.539999999999964,NA,NA,NA,NA,-0.142857142857143,0.142857142857143,0.50000000070059,NA,10,0,NA
